"","m","month","year","ym","IFO-C","IFO-EXP","IFOM-C","IFOM-EXP","IFOMI-C","IFOMI-EXP","IFOMV-C","IFOMV-EXP","IFOWH-C","IFOWH-EXP","ESI-INDU","ESI-SERV","ESI-C","ESI-TRADE","ESI-CTR","ESI","ECBS2","ECBS3","ECBS4","ECBS5","ECBS6","ECBS7","ECCS99","ECCS1","ECCS2","ECCS3","ECCS4","ECCS5","ECCS6","ECCS7","ECCS8","ECCS9","ECCS10","ECCS11","ECCS12"
"545",5,"05",1993,"1993-05",-30.9,-21,-35.31,-22.87,-41.14,-29.44,-38.98,-22.49,-31.43,-23.69,-32.5,NA,-23.7,-15.1,-24,80.7,-56.9,-57.4,24.2,-16.5,-1.6,-50.9,-23.7,-17.6,-11.3,-50.3,-36.5,49.3,43.1,49.5,-15.8,-25.4,34.6,2.3,11.6
"546",6,"06",1993,"1993-06",-28.4,-16.1,-31.43,-15.27,-39.19,-21.31,-35.64,-14.05,-29.12,-19.8,-32.1,NA,-23.6,-18.5,-26.5,79.9,-55.5,-58,24.6,-16.1,-1.2,-52.1,-23.6,-18.4,-13.1,-54.4,-38.6,46.2,44.6,44.5,-17.6,-27.7,34.3,1.7,11.2
"547",7,"07",1993,"1993-07",-27.7,-14.5,-33.03,-13.86,-40.34,-20.27,-36.51,-11.57,-29.02,-21.74,-32.7,NA,-26.2,-10.9,-27.3,79.7,-59.1,-58.5,24.9,-14.1,-0.2,-49.9,-26.2,-18.2,-14.1,-57.4,-40.1,48.9,48.1,51.4,-20.2,-29.2,33.9,1,11.1
"548",8,"08",1993,"1993-08",-23.9,-10.5,-28.28,-9.21,-35.09,-13.68,-31.05,-6.73,-24.5,-16.71,-30.3,NA,-25.3,-10.2,-27.6,81.6,-56.9,-59,24.5,-9.4,-1.9,-50.7,-25.3,-17.8,-12.3,-55,-36,46.1,45.6,52.8,-20,-28,31.3,-0.3,11.6
"549",9,"09",1993,"1993-09",-25.4,-11.5,-28.36,-8.65,-37.14,-15.86,-27.67,-2.96,-30.35,-25.38,-29.4,NA,-23.4,-15.2,-29.1,82.5,-56,-56.5,22.6,-9.6,-2.3,-51.7,-23.4,-17.8,-11.8,-55.4,-33.9,47,45.3,50.1,-14.3,-24.3,31.8,2.2,12.3
"550",10,"10",1993,"1993-10",-24.2,-8.2,-24.75,-3.95,-30.99,-7.78,-24.9,-0.76,-29.74,-20.83,-26.5,NA,-26.7,-20.6,-27.4,82.8,-53.9,-54.9,21.2,-4.2,-5,-46,-26.7,-20.2,-14.3,-58.6,-39.8,43.9,46.2,53.4,-16,-28.5,30.1,0.8,11
"551",11,"11",1993,"1993-11",-22.4,-8.6,-24.46,-4.88,-34.38,-12.77,-24.12,-0.4,-22.67,-17.09,-25.5,NA,-27,-15.4,-29,83.8,-51.8,-54.3,20.3,-4.5,-8.5,-46.6,-27,-18.3,-13.8,-57.7,-38.2,44.9,43.7,57.9,-16.2,-27.3,32.1,1.7,12.2
"552",12,"12",1993,"1993-12",-20.3,-3.6,-20.82,2.13,-28.71,-1.39,-22.08,2.17,-23.8,-13.83,-24.6,NA,-25.6,-15.9,-27.1,84.8,-51.7,-52.8,19.2,-2.8,-8.9,-47,-25.6,-20.2,-14.3,-59.9,-36.3,41.5,43.5,53,-15.9,-27.2,34.3,1,12.5
"553",1,"01",1994,"1994-01",-20.5,-3,-18.51,4.02,-27.52,-1.92,-16.88,8.45,-28.76,-13.93,-22.1,NA,-24.6,-22,-23.5,86.3,-49.5,-50.9,17.4,0.5,-7.3,-39.1,-24.6,-21.3,-14.4,-60.2,-34.1,47.1,41.7,50.9,-17.3,-28.4,34.4,1.1,10.8
"554",2,"02",1994,"1994-02",-15.1,-1.3,-13.44,5.95,-21.92,-0.18,-11.03,11.68,-21.24,-13.88,-18.1,NA,-24.5,-15.2,-24.8,88.8,-44.1,-48.7,14.3,4.1,-4.5,-39.4,-24.5,-22.6,-15.1,-56.9,-31.3,44,37.4,50.2,-19.1,-28.7,32.7,-1.2,10
"555",3,"03",1994,"1994-03",-12.2,2.5,-9.92,9.73,-16.22,7.29,-9.03,13.19,-17.92,-9.36,-17.2,NA,-18.9,-11,-22.1,92,-43,-45.1,14.7,5.9,-3.2,-39.6,-18.9,-18.9,-11,-50,-23.3,40.9,35.1,44.2,-17.9,-27.4,34,2.7,12.2
"556",4,"04",1994,"1994-04",-8.4,8.4,-2.96,18.74,-7.01,20.11,-0.36,19.42,-15.92,-3.77,-14.5,NA,-15.7,-19.3,-20.6,94,-39.7,-43.8,12.2,8.4,0.2,-29.1,-15.7,-18,-10.8,-45.7,-19.2,35.9,33.9,36,-15.8,-25.4,35.9,3.1,13.1
"557",5,"05",1994,"1994-05",-7.2,8.2,-2.31,18.13,-6.76,21.63,1.65,21.4,-15.11,-6.69,-12.1,NA,-10.9,-14.2,-18.8,97.2,-34.8,-42.1,10.7,9.2,5.8,-28.9,-10.9,-16,-8.7,-35.8,-11.7,35,34.2,27.7,-13.8,-24.3,33.8,4.7,13.3
"558",6,"06",1994,"1994-06",-3.7,10.5,1.57,19.83,-3.14,21.79,4.95,23.09,-8.09,1.2,-9.9,NA,-6.6,-14.1,-19.5,100.2,-32.8,-38.6,8.6,11.8,7.9,-29.1,-6.6,-12.7,-5.2,-25.8,-5.5,32.2,32.9,21.5,-12,-25.6,39.4,5.7,13.4
"559",7,"07",1994,"1994-07",-4.9,9.2,3.37,19.17,1.61,21.73,6.77,22.39,-13.4,-4.74,-8.3,NA,-5.6,-20.3,-18.9,101.3,-29.6,-36.4,6.6,11.3,10.1,-26.4,-5.6,-10.2,-4.1,-19.1,-5,27.1,32.4,18.7,-11.9,-22.8,39.2,5.5,13.5
"560",8,"08",1994,"1994-08",-3.3,7.2,4.45,16.8,3.49,18.42,7.99,22.32,-10.94,-5.71,-6.7,NA,-6.5,-15.6,-19.3,102.2,-25,-35.1,6.8,11.8,12.5,-26.4,-6.5,-8.4,-3.4,-17.6,-5.7,25.6,31.8,23.3,-12.1,-22.8,40.3,6.4,14.5
"561",9,"09",1994,"1994-09",0.9,11.9,9.36,20.31,9.08,22.98,15.6,27.06,-8.01,1.62,-3,NA,-4.7,-15.2,-20.6,104.8,-20.8,-31.5,4.5,16.3,14.5,-26.4,-4.7,-9,-4.2,-11.5,-2.4,25.2,34.1,19.1,-13.2,-24.1,41.7,6.9,14.2
"562",10,"10",1994,"1994-10",3.5,14.4,14.1,25.04,16.16,32.31,18.57,29.22,-8.47,0.17,0.1,NA,0.2,-16.8,-20.6,108.9,-18,-27.7,1.8,20.1,17.5,-18.3,0.2,-5.6,-1,-6.9,3.1,23.5,31.5,12.6,-8.9,-22.8,43.5,11.5,15.4
"563",11,"11",1994,"1994-11",4,15.1,17.8,28.16,20.94,35.24,22.15,30.65,-14.94,-3.09,1,NA,-1.2,-18.9,-21.9,107.9,-12.7,-23.7,2.8,18.7,20.9,-18.3,-1.2,-7.2,-2.6,-5.6,4,24,31.8,14.6,-12.8,-23.5,42.1,8.6,16.1
"564",12,"12",1994,"1994-12",2.8,12.7,15.36,24.22,16.41,27.65,23.27,31.24,-12.79,-2.83,3.3,NA,-4.3,-21.6,-23,107.3,-10.1,-19.3,2.2,22.2,20.7,-18.1,-4.3,-8.3,-5.7,-5.4,1,25.2,32.5,15.8,-12.8,-24.9,40.1,3.3,13
"565",1,"01",1995,"1995-01",1.9,10.1,15.71,22.1,16.84,25.3,21.4,27.49,-16.57,-6.93,2.6,NA,-4.1,-17.9,-26.6,107.5,-12,-18.5,2.3,21.9,20.3,-8.6,-4.1,-8.6,-5.3,-4.7,3.5,24.1,32.4,21,-11.8,-23.2,41.4,6.4,15.2
"566",2,"02",1995,"1995-02",2.9,7.6,14.39,17.84,14.58,20.63,23.66,23.62,-8.31,1.12,2.9,NA,-5.9,-16.1,-28.1,106.7,-7.7,-17.2,2.4,18.8,21.8,-8.4,-5.9,-12,-5.4,-5.8,1.7,24.3,32.4,23.5,-12.5,-25.8,40.4,3.6,13.9
"567",3,"03",1995,"1995-03",-1.7,3,10.48,12.7,10.54,15.25,15.06,13.08,-14.27,-10.36,1.1,NA,-0.4,-21.6,-27.7,107.7,-10.6,-20.5,2.8,16.7,18.7,-8.2,-0.4,-9.4,-1.5,1.2,5.5,20.8,32.1,14.9,-11.2,-23.3,41.3,9.3,14
"568",4,"04",1995,"1995-04",-3.8,-2.6,6.01,4.61,4.29,4.88,12.14,6.39,-13.38,-13.77,-1.7,32,-3.2,-16.3,-32.2,106.2,-9.6,-20.3,4.3,8.9,16.3,-13.4,-3.2,-8.4,-3.7,-0.6,2.7,23,32.8,16.3,-13.8,-24.6,38.1,4.4,13.9
"569",5,"05",1995,"1995-05",-4.8,-2.6,4.18,4.14,3.87,3.74,8.25,4.3,-11.59,-11.69,-2.4,32.4,-3,-15.2,-32.1,106.2,-10.1,-21.3,5,7.8,15.3,-13.6,-3,-9.1,-3.4,-3,-0.1,20.6,31.1,15.4,-14.6,-25.7,43.6,6.8,14.8
"570",6,"06",1995,"1995-06",-6.9,-6.1,2.8,-0.13,3.52,2.83,5.3,-1.83,-15.21,-15.8,-3.5,32.7,-3.8,-16.9,-34.9,105.8,-11.3,-22.8,4.7,5.5,15.9,-14,-3.8,-8.7,-3,-8.4,-4.3,22.7,33,18.3,-12.3,-25.1,41.9,10.4,15.3
"571",7,"07",1995,"1995-07",-10.4,-7.9,-0.04,-1.78,3.5,0.73,2.24,-3.6,-25.73,-22.74,-5.3,34.6,-4.6,-17.9,-35.8,105.3,-14,-22.1,5.9,4,12.9,-14.9,-4.6,-8.7,-2,-6.4,-4.3,21.4,33.1,21.3,-9.1,-22.6,43.2,9.1,15.2
"572",8,"08",1995,"1995-08",-11.5,-8.6,-2.22,-2.23,1.53,2.48,-4.07,-6.68,-19.92,-15.71,-6.6,34.8,-8.6,-15.4,-43,103.6,-15.2,-23.1,7,2.5,11.3,-15.4,-8.6,-9.2,-3.4,-10.8,-9.5,21,33.8,27.6,-11.4,-24.4,44,6.1,15.2
"573",9,"09",1995,"1995-09",-10.5,-7.6,-1.42,-0.75,4.18,4.84,-5.44,-8.94,-20.15,-16.38,-9.2,35.1,-8.9,-14.4,-44.4,102.6,-22.1,-24,9.6,4,7.4,-15.9,-8.9,-8.1,-3.7,-10.3,-10.6,18.4,32.1,27.5,-11.9,-26.6,43.1,6.1,14.1
"574",10,"10",1995,"1995-10",-12.6,-9.3,-4.1,-3.96,3.52,5.4,-9.38,-11.77,-22.46,-20.83,-9.4,35.1,-10.9,-13.2,-45.3,101.8,-20.9,-25.9,9.6,2.2,4.9,-19,-10.9,-8.5,-4,-13.7,-12,21.7,35.3,30.1,-14,-25,40.6,2.7,13.6
"575",11,"11",1995,"1995-11",-12.8,-8,-3.93,-1.8,5.14,5.26,-9.36,-7.28,-24.79,-21.09,-11,35.3,-11.6,-15.6,-46.5,101.2,-23.8,-28.8,8.8,-0.5,3.1,-19.6,-11.6,-8.3,-4.4,-17.3,-13.7,20.9,32.4,33.7,-13.3,-23.2,40.6,5.3,13.8
"576",12,"12",1995,"1995-12",-14.2,-9.9,-6.44,-6.61,6.21,2.78,-14.65,-13.65,-20.36,-12.83,-12.9,35.6,-13.4,-15,-50.9,100.3,-27.3,-29.9,10.4,-0.9,-1.3,-19.9,-13.4,-9.1,-3.9,-22.3,-17.4,21.2,33.5,37.4,-11.9,-24.6,40,5.1,12.8
"577",1,"01",1996,"1996-01",-16.1,-11.6,-10.35,-8.82,-0.52,-3.49,-19.36,-13.45,-17.2,-10.93,-15.7,34.9,-17.5,-13.8,-52.8,97.9,-30.8,-31.8,11.6,-4.8,-0.4,-25.2,-17.5,-12.3,-6.2,-29.5,-21.4,21.8,34.3,46.6,-12.6,-25.2,37.8,4.2,12.6
"578",2,"02",1996,"1996-02",-18,-12.4,-12.63,-9.26,-3.17,-4.55,-20.23,-12.45,-21.78,-18.88,-19.4,35.3,-18.7,-12.7,-51.6,96.1,-35.8,-32.3,15.1,-7.2,-4.6,-25.9,-18.7,-12,-6.6,-34.6,-25.5,20.2,32.5,45.9,-12.6,-27.5,41.2,3.3,13.3
"579",3,"03",1996,"1996-03",-19.9,-13.6,-15.61,-12.33,-6.51,-11.79,-24.44,-13.02,-25.59,-17.36,-20.8,35.6,-17.5,-9.2,-48.3,96.1,-36.4,-33.9,16.3,-9.7,-3.6,-26.7,-17.5,-10.7,-6,-35.5,-23.5,17.3,30.5,43.7,-14.1,-25.3,40.2,3.2,14.1
"580",4,"04",1996,"1996-04",-18.4,-12.5,-14.53,-11.57,-8.37,-12.4,-23.59,-11.69,-24.41,-15.77,-20.3,33.4,-18.9,-9.3,-44.1,95.4,-35.3,-34.8,16.3,-9.1,-2.6,-26.5,-18.9,-13.4,-8.5,-39.6,-26.6,20,34.3,41.8,-14.4,-25.8,38.7,1.3,13
"581",5,"05",1996,"1996-05",-20.1,-12.8,-15.93,-10.89,-10.88,-13.22,-22.64,-7.81,-24.04,-17.69,-22.2,33.4,-18.8,-10,-44.2,94.4,-39.3,-33.8,17,-10.3,-2.8,-26.6,-18.8,-14.5,-9.2,-41.1,-29.8,18.7,33.9,36.2,-14.6,-27.6,36.4,-0.2,13
"582",6,"06",1996,"1996-06",-20.9,-12.6,-16.33,-9.09,-12.23,-12.16,-22.97,-7.8,-27.64,-21.8,-23.2,33.6,-20.7,-12.3,-47,93.6,-41.9,-36.1,17.2,-10.6,-3,-27,-20.7,-15,-10.4,-46.2,-33.1,21,33.4,39.7,-14.1,-28,37.2,0.3,10.9
"583",7,"07",1996,"1996-07",-16.2,-7.9,-14.63,-6.76,-9.5,-8.33,-21.35,-3.57,-15.75,-6.74,-21.5,35.8,-19.8,-0.5,-47.4,95.5,-39.3,-36,17.4,-7.8,-2.4,-27.4,-19.8,-16.1,-10.9,-44,-30.7,18,32.4,39.4,-14.6,-28.6,40.1,1.8,11.8
"584",8,"08",1996,"1996-08",-15.8,-6.9,-10.98,-1.22,-7.66,-6.37,-17.2,1.34,-17.29,-11.71,-20.4,36,-19.4,-8.6,-48.7,95.8,-37.6,-35.1,18.1,-5.5,-0.2,-27.8,-19.4,-15.3,-9,-42.8,-30.8,17.9,32.8,41.7,-11.6,-28,43.8,3.7,10.8
"585",9,"09",1996,"1996-09",-12.4,-3,-7.23,3.16,0.52,5.64,-12.24,6.02,-17.2,-11.38,-18.9,36.4,-20.1,-6.1,-48,96.5,-37.7,-32.7,16.9,-2.2,-0.2,-28.2,-20.1,-14.6,-8.8,-44.6,-31.2,15.8,31.3,41.7,-11.3,-28.2,39.6,1.4,12.3
"586",10,"10",1996,"1996-10",-11,-1,-3.31,7.09,1.31,5.53,-6.09,15.3,-22.19,-16.83,-17.3,36.1,-19.5,-8.7,-49.7,96.9,-35,-31.6,16.8,-0.2,-0.8,-26.8,-19.5,-16.7,-9.9,-42.5,-30.1,17.7,32.1,42.2,-13.2,-26.7,42.7,4.2,10.8
"587",11,"11",1996,"1996-11",-11.9,-1.4,-3.68,7.3,0.38,6.42,-5.38,12.82,-21.13,-17.09,-17,36.4,-19.4,-7.4,-52.6,97.3,-36.1,-30.2,16,1.1,-2.5,-26.9,-19.4,-16.5,-8.8,-41.3,-28.4,16.8,32.4,42.6,-13.2,-27.5,42.5,2.3,10.3
"588",12,"12",1996,"1996-12",-11.1,-1.3,-2.57,6.6,1.05,2.94,-4.56,12.52,-21.71,-13.83,-16.8,36.7,-20.6,-8.4,-52.1,97.2,-36.4,-31.5,15.3,1.3,-4.8,-26.4,-20.6,-16.1,-9.4,-39.1,-27.9,18.3,33.7,47.2,-12.4,-28.6,42.4,2.2,12
"589",1,"01",1997,"1997-01",-10.3,-0.1,-3.38,7.26,-1.36,3.71,-3.12,13.6,-19.41,-13.93,-13.9,34.7,-19.1,-0.9,-47.9,99.2,-33.3,-28.2,12.6,4.2,-2.1,-23.2,-19.1,-13.1,-6.3,-40,-27.5,11.2,30.1,47.2,-9.3,-25.1,39.7,4.4,12.8
"590",2,"02",1997,"1997-02",-9.3,-0.4,-0.4,8.59,5.35,12.22,-1.25,10.46,-19.11,-16.88,-11.9,35.1,-20.7,-10.4,-44.8,99,-30,-26.6,12.5,6.8,1.7,-22.5,-20.7,-14.5,-9.3,-44.8,-30,14.8,31.3,45.4,-10.2,-26,37.3,1.8,11.9
"591",3,"03",1997,"1997-03",-9,-1.1,0.23,7.67,4.01,8.23,0.44,11.89,-19.68,-13.36,-10.3,35.6,-20.3,-9.9,-44.1,100.2,-27.8,-27.1,10.4,7.2,1.6,-21.8,-20.3,-12.9,-7.8,-43.6,-29.5,15.7,31,46.5,-11.5,-27.6,41.3,2.5,11.2
"592",4,"04",1997,"1997-04",-7.5,-0.4,2.79,10.18,7.97,11.23,3.45,16.16,-15.54,-16.77,-8.4,37.7,-17.2,-13.3,-46,101.8,-24,-25.5,9.1,7.8,5.2,-20.1,-17.2,-14.2,-7.1,-40.5,-28.4,14.2,31.1,38.9,-8.7,-28,41.4,5.6,10.9
"593",5,"05",1997,"1997-05",-6.2,-0.5,4.36,9.06,7.52,7.74,4.94,12.09,-17.33,-13.69,-8.7,37.7,-16.9,-9.4,-48.9,101.8,-24.5,-24.1,8.5,6.7,4,-19.6,-16.9,-12.8,-7.9,-39.4,-27.5,13.4,32.1,37.1,-9.3,-26.3,39.8,5,11.1
"594",6,"06",1997,"1997-06",-6.8,-1.1,4.98,8.93,10.39,10.9,4.37,10.19,-18.69,-16.8,-7.3,37.8,-19.6,-13.5,-46,101.4,-22.1,-23.4,8.2,8.5,4.2,-19,-19.6,-14.6,-10.4,-44.1,-31.4,16.6,34.2,40.2,-9,-26.7,40.1,3.6,11.7
"595",7,"07",1997,"1997-07",-3.6,2,8.51,11.22,15.93,17.52,8.42,13.49,-12.07,-8.74,-5,36,-18.9,-11.4,-47.6,102.1,-17.1,-18.6,8,10.2,7,-12.5,-18.9,-14.5,-8.7,-45.6,-31.5,16.1,33.5,40,-10.1,-28.5,38,4.4,12.1
"596",8,"08",1997,"1997-08",-3.4,3.5,11.19,15.8,20.14,23.8,11.29,16.33,-17.55,-15.71,-2.6,36.3,-17.7,-16.4,-47.2,103.3,-16.4,-17.9,6.4,14.8,7.3,-11.7,-17.7,-15.6,-8,-43.2,-27.2,13.9,32.2,39.5,-8,-28.1,38.8,3.9,12.4
"597",9,"09",1997,"1997-09",0.5,7.1,15.51,19.12,21.78,23.53,15.83,20.02,-10.79,-8.38,-1.9,36.7,-17.5,-14.1,-47.1,103.9,-13.4,-15.4,4,11.7,5.7,-11.5,-17.5,-15.2,-7.4,-40.5,-25.9,18.2,34.3,39.7,-9.5,-27.9,38,3,11.5
"598",10,"10",1997,"1997-10",1.5,6.7,15.49,17.18,22.42,21.66,18.53,20.43,-10.19,-4.83,-3.6,36.9,-14.7,-13,-50.7,104.1,-13,-13,5.5,7.7,7.4,-12.2,-14.7,-12.6,-4.6,-34.8,-22.5,20.5,34.1,42.3,-5.8,-27.6,47.1,10.5,13.4
"599",11,"11",1997,"1997-11",1.7,7.4,17.8,19.42,22.13,19.62,20.16,21.94,-12.46,-7.09,-1.6,37.2,-15.1,-15.1,-48.6,105,-11.5,-14.2,3.8,10.5,6.3,-10.9,-15.1,-13.8,-4.7,-32.6,-20.4,19.4,34.9,42.6,-5.3,-26.9,46.8,7.3,11.5
"600",12,"12",1997,"1997-12",3.6,7.9,19.3,19.88,27.44,26.18,18.54,18.72,-11.26,-6.83,0,37.5,-14.5,-15.9,-45.9,106.2,-8.2,-10.7,2.9,11.2,5.8,-6.9,-14.5,-11.9,-2.7,-32.7,-19.6,19.6,33.8,46.8,-7,-26.3,45.8,11.1,12
"601",1,"01",1998,"1998-01",0.1,3.4,15.38,14.3,24.53,21.9,14.22,12.6,-19.31,-11.93,1.1,39.4,-13.8,-13.4,-48.4,107.2,-6.2,-10.4,4,13.5,6.1,-9.4,-13.8,-12,-1.5,-28.9,-17.4,18.3,36.5,45.7,-5.4,-26.2,46.7,9.3,10.9
"602",2,"02",1998,"1998-02",1.4,3.4,15.71,12.46,23.23,16.95,15.99,11.39,-11.68,-5.88,0.4,39.8,-13.7,-12.7,-46.8,107.2,-7.6,-12.7,3.4,12.3,6.7,-8.1,-13.7,-9.8,-1.8,-26.7,-16.1,15.8,36.4,46,-1.2,-26.4,47.7,8.9,12.9
"603",3,"03",1998,"1998-03",2.6,3,16.85,12.57,21.19,14.18,17.54,13.71,-7.07,-6.36,2.2,40.1,-9.7,-17.7,-48.7,108.2,-3.4,-10.8,1.7,11.6,5.8,-4,-9.7,-9.9,-1.3,-23.6,-11.4,14.5,34.8,35.6,0.9,-25.7,47,9.6,12.9
"604",4,"04",1998,"1998-04",1.8,2.3,16.68,11.93,23.7,17.82,18.05,12,-10.22,-7.77,2.1,45.2,-9.4,-15.3,-44.3,109.5,-3.9,-10.1,3.9,14.1,6.9,-2.7,-9.4,-9.3,-1.6,-23.8,-13.2,14.6,40.1,33.5,-2,-27,46.3,10.5,12.3
"605",5,"05",1998,"1998-05",1.4,3.2,16.49,11.95,25.22,19.62,14.91,9.89,-14.38,-7.69,1.8,45.4,-7.6,-13.6,-42.7,109.8,-3.7,-8.9,3.4,12.6,5.5,-1.8,-7.6,-10.9,-1.8,-21,-11.3,15.6,32,26.4,-4.5,-27.3,43.6,9.1,11.7
"606",6,"06",1998,"1998-06",0.2,1.7,13.32,8.96,21.48,14.95,12.42,9.22,-12.24,-8.8,0.3,45.9,-6.5,-14.2,-41.3,109.7,-3.9,-9.8,4.1,9.1,4.1,-5.2,-6.5,-10.8,-1.6,-18.2,-9.3,15.7,30.6,26.2,-1.7,-24.4,47.8,11.1,12.9
"607",7,"07",1998,"1998-07",0.5,-0.1,12.45,7.2,20.1,9.39,7.96,4.51,-11.04,-9.74,-1.8,46.2,0.4,-16.2,-36.8,110,-5.5,-10.5,7.4,7.6,2.3,-5.1,0.4,-7.6,1.1,-11.4,-2.2,12.5,26.6,10,1.3,-22.6,50.2,12.6,12.8
"608",8,"08",1998,"1998-08",-1.8,-1.8,8.62,3.85,16.58,8.99,5.21,1.41,-10.21,-6.71,-1.9,46.5,-2.2,-13.3,-37.3,109.7,-8,-13.6,7.4,9.5,1,-3.8,-2.2,-8.2,-0.5,-12.6,-3.2,11.7,25.4,17.2,-3.3,-24.7,45.5,12,12.6
"609",9,"09",1998,"1998-09",-6.1,-7.9,3.41,-3.88,9.74,-4.52,-1.18,-5.97,-16.28,-15.38,-4.9,47.1,-2.6,-16.5,-37.8,108.5,-11,-17.4,7.7,4.1,-1.2,-8,-2.6,-7.9,0.8,-14.1,-5.3,8.3,24,17.7,0.4,-23.8,48.4,11.7,12.3
"610",10,"10",1998,"1998-10",-8.2,-8.6,0.4,-5.72,9.2,-1.18,-6,-10.4,-18.21,-14.83,-9.4,46.3,1.8,-18.4,-37.2,106.9,-14.7,-22.1,10,-3.4,-3.2,-12.2,1.8,-8.3,2.1,-14.5,1.5,7.5,23.4,6.6,0.1,-23.4,48.3,10.1,11.2
"611",11,"11",1998,"1998-11",-7.5,-8.7,0.32,-6.38,9.51,-5.07,-7.48,-11.87,-15.07,-12.09,-10.1,46.6,3,-17.3,-37.2,107.1,-16.2,-24.3,9.4,-4.6,-1.7,-15.8,3,-6.1,1.4,-7,2.1,4.4,25,4.1,2.5,-21.1,46.9,12.7,13.2
"612",12,"12",1998,"1998-12",-8,-8.5,-2.12,-7.86,4.36,-8.62,-7.06,-9.06,-11.41,-7.83,-12.9,46.8,1.5,-16.1,-35.2,105.7,-19.7,-26.5,12.5,-6.7,-4.3,-13.6,1.5,-5.7,1.9,-6.2,1.7,2.7,24.9,9.9,3.3,-22.7,48.2,12.3,13.4
"613",1,"01",1999,"1999-01",-10.4,-10.2,-4.18,-8.65,3.56,-7.87,-9.6,-11.43,-18.03,-14.93,-14.4,49.7,2.3,-18,-31.4,106.3,-21.9,-27.1,13.2,-8.2,-3.2,-14.1,2.3,-4.8,3.7,0.3,2.1,-2.3,18.8,10.3,1.5,-23.6,51.9,13.5,14.7
"614",2,"02",1999,"1999-02",-13.6,-14.1,-8.92,-13.72,-3.77,-16.37,-14.03,-15.74,-15.59,-15.88,-15.8,49.9,3.7,-16,-30.1,106.2,-24.5,-31,14.7,-8.2,-0.7,-16.8,3.7,-3.3,4,3.4,6.1,-2.2,19.4,8.5,4.6,-20.4,49.6,13.1,12.7
"615",3,"03",1999,"1999-03",-11.6,-13.4,-9.18,-12.57,-7.84,-18.94,-9.73,-8.51,-10.79,-15.36,-15.5,50.1,0.3,-9.8,-30.5,105.9,-25,-31.9,15.7,-5.7,-2.5,-16.3,0.3,-5,2.8,-0.7,-0.4,-2.5,22.8,14.8,4.5,-24,48.5,13.5,12.8
"616",4,"04",1999,"1999-04",-12.5,-11.6,-8.43,-10.38,-5.78,-16.64,-10.5,-7.2,-11.71,-10.77,-15.3,46.1,-2.6,-17.1,-29.2,104.6,-26.5,-29.7,14.4,-4.9,-1.6,-17.5,-2.6,-4.4,1.6,-6.4,-7.8,6.1,34.3,18.9,5.5,-21.7,54.1,14.7,14.1
"617",5,"05",1999,"1999-05",-11.8,-9.4,-7.03,-6.17,-1.9,-8.54,-10.74,-4.33,-14.26,-14.69,-16.1,46.1,-2.2,-20.3,-29.2,103.8,-28.2,-34.6,15,-5.3,1,-18.5,-2.2,-5.3,1.1,-7.7,-8.3,7.2,31,13.3,2.2,-23.7,53.7,11.8,14.3
"618",6,"06",1999,"1999-06",-9.9,-6.4,-3.11,-1.02,2.3,-2.98,-4.37,3.26,-17.95,-12.8,-14,46.3,-3.9,-13.5,-28.1,104.7,-24.9,-30.8,14.9,-2.4,4.7,-14.9,-3.9,-6.5,0.9,-10.2,-9.6,9,33.2,19.1,0.8,-24,49,12.3,13
"619",7,"07",1999,"1999-07",-8.6,-4.6,-3.01,-0.77,-0.54,-6.71,-2.98,5.53,-13.92,-9.74,-13.6,30.5,-3.5,-17.1,-26.5,101.7,-25.3,-30.3,12.5,-2.9,4.5,-17,-3.5,-6.3,0.4,-12.4,-9.8,8.5,31.9,14.5,2,-24.4,54.4,9.9,11.9
"620",8,"08",1999,"1999-08",-6.1,-2,0.7,3.9,2.56,1.17,2.46,10.53,-13.37,-9.71,-13,30,-4.3,-18.2,-25.8,101.8,-24.1,-28.6,11.6,-3.2,5.6,-17.9,-4.3,-6.6,-0.3,-10,-10.1,9.2,29,18.6,0.5,-25.2,51.8,11.6,14
"621",9,"09",1999,"1999-09",-2.8,2.7,5.05,8.18,4.77,3.51,8.3,15.08,-3.81,-0.38,-11.5,29.5,-5,-22.6,-28.5,101.8,-22.3,-28.3,11.8,-0.3,7.1,-15.2,-5,-9.1,0.1,-14.1,-11.5,10,32.2,19.4,-1.1,-23.4,49.6,10.9,12.7
"622",10,"10",1999,"1999-10",-2.2,3.7,6.48,11.42,5.83,5.06,10.13,19.79,-9.24,0.17,-9.6,44.6,-4.4,-18.4,-30.3,105.8,-22.5,-26.8,10,3.7,5.7,-17.3,-4.4,-6.8,-0.1,-13.4,-12,11,33.4,15.4,-0.4,-23.7,49.5,9.7,12.1
"623",11,"11",1999,"1999-11",2.3,7.3,10.34,14.8,9.58,10.14,14.83,22.33,-0.75,-1.09,-7.9,44.8,-3.5,-13.8,-31.9,106.5,-18.3,-22.2,10.2,4.9,7.1,-14.9,-3.5,-7.5,0.4,-15.2,-8.5,9.8,27.8,14.6,0.2,-24.9,47.2,8.6,11
"624",12,"12",1999,"1999-12",2.2,7.1,12.13,15.46,11.71,10.7,16.79,23.18,-6.56,-3.83,-5.8,45,-1,-11.1,-32.5,108.5,-15.5,-20.9,8.2,6.4,9.8,-13.1,-1,-6.2,1.1,-11.5,-6,12.3,30.6,13.3,2.5,-22.2,49.7,14.3,13.3
